汕头联通,#genre#
中华美食,http://120.6.7.242:4022/rtp/239.253.93.248:6426#http://183.215.116.132:6610/000000001000/1000000005000266015/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000266015
中华特产,http://183.215.116.132:6610/180000001001/00000001000000000050000000448845/main.m3u8?IASHttpSessionId=OTT

温州电信,#genre#
CCTV1,http://ma.510217.xyz:29801/stream/channelid/1706722211?profile=pass
CCTV1,http://ma.510217.xyz:29801/stream/channelid/1041953528?profile=pass
CCTV10,http://ma.510217.xyz:29801/stream/channelid/1665232957?profile=pass
CCTV10,http://ma.510217.xyz:29801/stream/channelid/323573774?profile=pass
CCTV11,http://ma.510217.xyz:29801/stream/channelid/1914710655?profile=pass
CCTV11,http://ma.510217.xyz:29801/stream/channelid/404866573?profile=pass
CCTV12,http://ma.510217.xyz:29801/stream/channelid/1734085284?profile=pass
CCTV12,http://ma.510217.xyz:29801/stream/channelid/1779516227?profile=pass
CCTV17,http://ma.510217.xyz:29801/stream/channelid/1169642236?profile=pass
CCTV17,http://ma.510217.xyz:29801/stream/channelid/1843579652?profile=pass
CCTV2,http://ma.510217.xyz:29801/stream/channelid/411810583?profile=pass
CCTV2,http://ma.510217.xyz:29801/stream/channelid/612280160?profile=pass
CCTV3,http://ma.510217.xyz:29801/stream/channelid/1492760547?profile=pass
CCTV3,http://ma.510217.xyz:29801/stream/channelid/846140973?profile=pass
CCTV4,http://ma.510217.xyz:29801/stream/channelid/1481169435?profile=pass
CCTV4,http://ma.510217.xyz:29801/stream/channelid/813537214?profile=pass
CCTV5,http://ma.510217.xyz:29801/stream/channelid/1169407458?profile=pass
CCTV5,http://ma.510217.xyz:29801/stream/channelid/19485818?profile=pass
CCTV5+,http://ma.510217.xyz:29801/stream/channelid/874715854?profile=pass
CCTV6,http://ma.510217.xyz:29801/stream/channelid/2113176882?profile=pass
CCTV6,http://ma.510217.xyz:29801/stream/channelid/103442703?profile=pass
CCTV7,http://ma.510217.xyz:29801/stream/channelid/2083123762?profile=pass
CCTV7,http://ma.510217.xyz:29801/stream/channelid/1462738864?profile=pass
CCTV8,http://ma.510217.xyz:29801/stream/channelid/924176182?profile=pass
CCTV8,http://ma.510217.xyz:29801/stream/channelid/1659635021?profile=pass
CCTV9 ,http://ma.510217.xyz:29801/stream/channelid/1145483586?profile=pass
CCTV9,http://ma.510217.xyz:29801/stream/channelid/1353689775?profile=pass
CCTV10,http://ma.510217.xyz:29801/stream/channelid/1892834992?profile=pass
CCTV14,http://ma.510217.xyz:29801/stream/channelid/861361934?profile=pass
CCTV14,http://ma.510217.xyz:29801/stream/channelid/1805667266?profile=pass
CCTV13,http://ma.510217.xyz:29801/stream/channelid/1512571560?profile=pass
CCTV13,http://ma.510217.xyz:29801/stream/channelid/659612820?profile=pass
CCTV15,http://ma.510217.xyz:29801/stream/channelid/742580489?profile=pass
CCTV15,http://ma.510217.xyz:29801/stream/channelid/851804659?profile=pass
CCTV16,http://ma.510217.xyz:29801/stream/channelid/1055968952?profile=pass

CHC高清电影,http://ma.510217.xyz:29801/stream/channelid/2065656004?profile=pass
Cine max,http://ma.510217.xyz:29801/stream/channelid/243134511?profile=pass
CNBC,http://ma.510217.xyz:29801/stream/channelid/2059310390?profile=pass
CNN,http://ma.510217.xyz:29801/stream/channelid/991808852?profile=pass
Discovery,http://ma.510217.xyz:29801/stream/channelid/1758009384?profile=pass
ESPN,http://ma.510217.xyz:29801/stream/channelid/1848295001?profile=pass
HaoXiangGouWu,http://ma.510217.xyz:29801/stream/channelid/1138792455?profile=pass
HBO,http://ma.510217.xyz:29801/stream/channelid/1360943345?profile=pass
NHK,http://ma.510217.xyz:29801/stream/channelid/1424966079?profile=pass
TV5,http://ma.510217.xyz:29801/stream/channelid/565096557?profile=pass
三沙卫视,http://ma.510217.xyz:29801/stream/channelid/1196515754?profile=pass
三沙卫视,http://ma.510217.xyz:29801/stream/channelid/2144530907?profile=pass
世界地理,http://ma.510217.xyz:29801/stream/channelid/143517322?profile=pass
东南卫视,http://ma.510217.xyz:29801/stream/channelid/1731343913?profile=pass
东南卫视,http://ma.510217.xyz:29801/stream/channelid/1604296053?profile=pass
东方卫视,http://ma.510217.xyz:29801/stream/channelid/627824880?profile=pass
东方卫视,http://ma.510217.xyz:29801/stream/channelid/2133623138?profile=pass
东方财经,http://ma.510217.xyz:29801/stream/channelid/991476106?profile=pass
中国教育1,http://ma.510217.xyz:29801/stream/channelid/97429600?profile=pass
中国教育1,http://ma.510217.xyz:29801/stream/channelid/327535945?profile=pass
中国教育4,http://ma.510217.xyz:29801/stream/channelid/2121069110?profile=pass
凤凰中文,http://ma.510217.xyz:29801/stream/channelid/1026420554?profile=pass
之江纪录,http://ma.510217.xyz:29801/stream/channelid/614712435?profile=pass
之江纪录,http://ma.510217.xyz:29801/stream/channelid/1297973666?profile=pass
乐游,http://ma.510217.xyz:29801/stream/channelid/838727822?profile=pass
兵器科技,http://ma.510217.xyz:29801/stream/channelid/92149576?profile=pass
兵团卫视,http://ma.510217.xyz:29801/stream/channelid/692730957?profile=pass
内蒙古卫视,http://ma.510217.xyz:29801/stream/channelid/1719326806?profile=pass
动感体育,http://ma.510217.xyz:29801/stream/channelid/1442350955?profile=pass
动感英超,http://ma.510217.xyz:29801/stream/channelid/857149501?profile=pass
动漫秀场,http://ma.510217.xyz:29801/stream/channelid/287050212?profile=pass
北京卫视,http://ma.510217.xyz:29801/stream/channelid/919988211?profile=pass
北京卫视,http://ma.510217.xyz:29801/stream/channelid/215524327?profile=pass
华数4K,http://ma.510217.xyz:29801/stream/channelid/786593922?profile=pass
华数服务,http://ma.510217.xyz:29801/stream/channelid/1519201311?profile=pass
华数服务,http://ma.510217.xyz:29801/stream/channelid/829876863?profile=pass
卡酷少儿,http://ma.510217.xyz:29801/stream/channelid/115189795?profile=pass
卫视体育台,http://ma.510217.xyz:29801/stream/channelid/940615024?profile=pass
卫视电影台,http://ma.510217.xyz:29801/stream/channelid/497586610?profile=pass
发现之旅,http://ma.510217.xyz:29801/stream/channelid/1468104960?profile=pass
吉林卫视,http://ma.510217.xyz:29801/stream/channelid/2001430799?profile=pass
吉林卫视,http://ma.510217.xyz:29801/stream/channelid/1011541903?profile=pass
四川卫视,http://ma.510217.xyz:29801/stream/channelid/2075801689?profile=pass
四川卫视,http://ma.510217.xyz:29801/stream/channelid/920428847?profile=pass
国家地理频道,http://ma.510217.xyz:29801/stream/channelid/38930579?profile=pass
天元围棋高清,http://ma.510217.xyz:29801/stream/channelid/1063183558?profile=pass
天津卫视,http://ma.510217.xyz:29801/stream/channelid/232738705?profile=pass
天津卫视,http://ma.510217.xyz:29801/stream/channelid/667740430?profile=pass
央广中国之声,http://ma.510217.xyz:29801/stream/channelid/33385387?profile=pass
央广经济之声,http://ma.510217.xyz:29801/stream/channelid/1161503850?profile=pass
央广音乐之声,http://ma.510217.xyz:29801/stream/channelid/1037809093?profile=pass
央视精品,http://ma.510217.xyz:29801/stream/channelid/827385813?profile=pass
宁夏卫视,http://ma.510217.xyz:29801/stream/channelid/508856435?profile=pass
安徽卫视,http://ma.510217.xyz:29801/stream/channelid/902584769?profile=pass
安徽卫视,http://ma.510217.xyz:29801/stream/channelid/1206064859?profile=pass
广东卫视,http://ma.510217.xyz:29801/stream/channelid/272862999?profile=pass
广东卫视,http://ma.510217.xyz:29801/stream/channelid/1893158335?profile=pass
快乐垂钓,http://ma.510217.xyz:29801/stream/channelid/1650494422?profile=pass
怀旧剧场,http://ma.510217.xyz:29801/stream/channelid/1466551982?profile=pass
新疆卫视,http://ma.510217.xyz:29801/stream/channelid/553044263?profile=pass
星空卫视,http://ma.510217.xyz:29801/stream/channelid/1627572864?profile=pass
梨园,http://ma.510217.xyz:29801/stream/channelid/475353935?profile=pass
民生休闲,http://ma.510217.xyz:29801/stream/channelid/1469326497?profile=pass
求索纪录,http://ma.510217.xyz:29801/stream/channelid/1746199906?profile=pass
江苏卫视,http://ma.510217.xyz:29801/stream/channelid/121796097?profile=pass
江苏卫视,http://ma.510217.xyz:29801/stream/channelid/20089373?profile=pass
江西卫视,http://ma.510217.xyz:29801/stream/channelid/1272055370?profile=pass
江西卫视,http://ma.510217.xyz:29801/stream/channelid/959578184?profile=pass
河北卫视,http://ma.510217.xyz:29801/stream/channelid/1874748935?profile=pass
河北卫视,http://ma.510217.xyz:29801/stream/channelid/461052781?profile=pass
河南卫视,http://ma.510217.xyz:29801/stream/channelid/1584427052?profile=pass
河南卫视,http://ma.510217.xyz:29801/stream/channelid/1795491835?profile=pass
法治天地,http://ma.510217.xyz:29801/stream/channelid/1942406451?profile=pass
测试1,http://ma.510217.xyz:29801/stream/channelid/1955789186?profile=pass
测试2,http://ma.510217.xyz:29801/stream/channelid/1739618306?profile=pass
浙广城市之声,http://ma.510217.xyz:29801/stream/channelid/1804695102?profile=pass
浙广浙江之声,http://ma.510217.xyz:29801/stream/channelid/371137473?profile=pass
浙广音乐调频,http://ma.510217.xyz:29801/stream/channelid/1637658155?profile=pass
浙江公共,http://ma.510217.xyz:29801/stream/channelid/2077909743?profile=pass
浙江公共,http://ma.510217.xyz:29801/stream/channelid/1391663587?profile=pass
浙江卫视,http://ma.510217.xyz:29801/stream/channelid/1245279460?profile=pass
浙江卫视,http://ma.510217.xyz:29801/stream/channelid/77187826?profile=pass
浙江少儿,http://ma.510217.xyz:29801/stream/channelid/139050090?profile=pass
浙江少儿,http://ma.510217.xyz:29801/stream/channelid/1232194169?profile=pass
浙江教科影视,http://ma.510217.xyz:29801/stream/channelid/976478376?profile=pass
浙江教科影视,http://ma.510217.xyz:29801/stream/channelid/1348690313?profile=pass
浙江民生休闲,http://ma.510217.xyz:29801/stream/channelid/342709282?profile=pass
浙江经视,http://ma.510217.xyz:29801/stream/channelid/573351445?profile=pass
浙江经视,http://ma.510217.xyz:29801/stream/channelid/1599750885?profile=pass
海南卫视,http://ma.510217.xyz:29801/stream/channelid/308212589?profile=pass
深圳卫视,http://ma.510217.xyz:29801/stream/channelid/1173198285?profile=pass
深圳卫视,http://ma.510217.xyz:29801/stream/channelid/1145278676?profile=pass
温州公共频道,http://ma.510217.xyz:29801/stream/channelid/1263565027?profile=pass
温州公共频道,http://ma.510217.xyz:29801/stream/channelid/1866401200?profile=pass
温州导视,http://ma.510217.xyz:29801/stream/channelid/82634535?profile=pass
温州新闻综合,http://ma.510217.xyz:29801/stream/channelid/394454970?profile=pass
温州新闻综合,http://ma.510217.xyz:29801/stream/channelid/1457026662?profile=pass
温州经济科教,http://ma.510217.xyz:29801/stream/channelid/34188822?profile=pass
温州经济科教,http://ma.510217.xyz:29801/stream/channelid/1398333997?profile=pass
温州都市生活,http://ma.510217.xyz:29801/stream/channelid/1072437791?profile=pass
温州都市生活,http://ma.510217.xyz:29801/stream/channelid/25004951?profile=pass
温广交通广播,http://ma.510217.xyz:29801/stream/channelid/876531493?profile=pass
温广新闻综合,http://ma.510217.xyz:29801/stream/channelid/368383449?profile=pass
温广经济生活,http://ma.510217.xyz:29801/stream/channelid/894933115?profile=pass
温广绿色之声,http://ma.510217.xyz:29801/stream/channelid/702180819?profile=pass
温广音乐之声,http://ma.510217.xyz:29801/stream/channelid/1980687950?profile=pass
游戏风云高清,http://ma.510217.xyz:29801/stream/channelid/668765800?profile=pass
湖北卫视,http://ma.510217.xyz:29801/stream/channelid/671445968?profile=pass
湖北卫视,http://ma.510217.xyz:29801/stream/channelid/841547067?profile=pass
湖南卫视,http://ma.510217.xyz:29801/stream/channelid/1565900904?profile=pass
湖南卫视,http://ma.510217.xyz:29801/stream/channelid/1095536994?profile=pass
电影台 (测试),http://ma.510217.xyz:29801/stream/channelid/806387822?profile=pass
第一剧场,http://ma.510217.xyz:29801/stream/channelid/1739761835?profile=pass
精彩影视,http://ma.510217.xyz:29801/stream/channelid/230470115?profile=pass
老故事,http://ma.510217.xyz:29801/stream/channelid/1635172243?profile=pass
茶频道,http://ma.510217.xyz:29801/stream/channelid/539015023?profile=pass
西藏卫视,http://ma.510217.xyz:29801/stream/channelid/849131203?profile=pass
凤凰资讯台,http://ma.510217.xyz:29801/stream/channelid/1607322535?profile=pass
辽宁卫视,http://ma.510217.xyz:29801/stream/channelid/1717442448?profile=pass
辽宁卫视,http://ma.510217.xyz:29801/stream/channelid/1966458994?profile=pass
都市剧场,http://ma.510217.xyz:29801/stream/channelid/1586184188?profile=pass
金色学堂,http://ma.510217.xyz:29801/stream/channelid/1284165279?profile=pass
金鹰卡通,http://ma.510217.xyz:29801/stream/channelid/2049495942?profile=pass
钱江都市,http://ma.510217.xyz:29801/stream/channelid/1574359853?profile=pass
钱江都市,http://ma.510217.xyz:29801/stream/channelid/786968982?profile=pass
青海卫视,http://ma.510217.xyz:29801/stream/channelid/1660513939?profile=pass
青海卫视,http://ma.510217.xyz:29801/stream/channelid/1980240644?profile=pass
音乐点歌,http://ma.510217.xyz:29801/stream/channelid/122052664?profile=pass
音乐电视台,http://ma.510217.xyz:29801/stream/channelid/973340748?profile=pass
风云剧场,http://ma.510217.xyz:29801/stream/channelid/1064068658?profile=pass
风云足球,http://ma.510217.xyz:29801/stream/channelid/1908959037?profile=pass
风云音乐,http://ma.510217.xyz:29801/stream/channelid/1231557171?profile=pass
高尔夫网球,http://ma.510217.xyz:29801/stream/channelid/1655677568?profile=pass
魅力足球,http://ma.510217.xyz:29801/stream/channelid/1297803062?profile=pass
黑龙江卫视,http://ma.510217.xyz:29801/stream/channelid/1068589119?profile=pass
黑龙江卫视,http://ma.510217.xyz:29801/stream/channelid/897091241?profile=pass

港台频道,#genre#
凤凰中文,https://tv.sd.cn/sichuan?id=239.93.0.162:2192
凤凰资讯,https://tv.sd.cn/sichuan?id=239.93.0.118:2191
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
AMC 电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8


咪咕频道,#genre#
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4
CCTV4美洲,http://tvbox6.icu/tv/migu.php?id=cctv4a
CCTV4欧洲,http://tvbox6.icu/tv/migu.php?id=cctv4o
CCTV5体育,http://tvbox6.icu/tv/migu.php?id=cctv5
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9
CCTV10,http://tvbox6.icu/tv/migu.php?id=cctv10
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11
CCTV12,http://tvbox6.icu/tv/migu.php?id=cctv12
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15
CCTV17,http://tvbox6.icu/tv/migu.php?id=cctv17

东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
海南卫视,http://tvbox6.icu/tv/migu.php?id=hin

CIBN影院,#genre#
情感影院,http://zby.xjqxz.top/zh09/live.m3u8
动作影院,http://zby.xjqxz.top/zh04/live.m3u8
古装剧场,http://zby.xjqxz.top/gzwxj/live.m3u8
经典剧场,http://zby.xjqxz.top/gzdsj2/live.m3u8
精品影院,http://zby.xjqxz.top/zh13/live.m3u8
流金岁月,http://zby.xjqxz.top/hkdy1/live.m3u8
院线大片,http://zby.xjqxz.top/zh06/live.m3u8

斗鱼直播,#genre#
神乐剧场,http://jiaojirentv.top/2020/dy.php?id=85894
神乐剧院,http://jiaojirentv.top/2020/dy.php?id=122402
欧美大片,http://jiaojirentv.top/2020/dy.php?id=2793084
贝爷max,http://jiaojirentv.top/2020/dy.php?id=4332
贝爷影厅1,http://jiaojirentv.top/2020/dy.php?id=252802
贝爷影厅2,http://jiaojirentv.top/2020/dy.php?id=36337
邵氏影院,http://jiaojirentv.top/2020/dy.php?id=4246519
瑶瑶恐怖,http://jiaojirentv.top/2020/dy.php?id=2935323
怡寶影院,http://jiaojirentv.top/2020/dy.php?id=434971
吃米滴虫,http://jiaojirentv.top/2020/dy.php?id=315457
吃奶滴虫,http://jiaojirentv.top/2020/dy.php?id=263824
冰冰经典,http://jiaojirentv.top/2020/dy.php?id=74374
星爷影院,http://jiaojirentv.top/2020/dy.php?id=508118
华仔影院,http://jiaojirentv.top/2020/dy.php?id=2516864
凌儿影院,http://jiaojirentv.top/2020/dy.php?id=1377142
麓山迷踪,http://jiaojirentv.top/2020/dy.php?id=4505431
小黛兮影,http://jiaojirentv.top/2020/dy.php?id=11553944
萌小鬼片,http://jiaojirentv.top/2020/dy.php?id=3928
可乐影院,http://jiaojirentv.top/2020/dy.php?id=20415
小宇60帧,http://jiaojirentv.top/2020/dy.php?id=323876
恐怖惊悚,http://jiaojirentv.top/2020/dy.php?id=96577
電影劇場,http://jiaojirentv.top/2020/dy.php?id=7575350
豆瓣高分,http://jiaojirentv.top/2020/dy.php?id=8770422
花卷陪看,http://jiaojirentv.top/2020/dy.php?id=52787
漫威影片,http://jiaojirentv.top/2020/dy.php?id=6140589
霍格沃茨,http://jiaojirentv.top/2020/dy.php?id=8814650
鱼宝恐怖,http://jiaojirentv.top/2020/dy.php?id=1165374
贝贝影院,http://jiaojirentv.top/2020/dy.php?id=431460
变种人片,http://jiaojirentv.top/2020/dy.php?id=9651304
喜剧电影,http://jiaojirentv.top/2020/dy.php?id=9292492
女神电影,http://jiaojirentv.top/2020/dy.php?id=747764
避风影院,http://jiaojirentv.top/2020/dy.php?id=9826611
